,Adverse Event,GroupBy,Count
2662,Neck pain,ZYDUS PHARM,0
2663,Neck pain,PRINSTON PHARMACEUTICAL,0
2664,Neck pain,CIPLA,0
2665,Neck pain,TEVA,0
2666,Neck pain,LEUCADIA PHARMACEUTICALS,0
2667,Neck pain,BIONPHARMA,0
2668,Neck pain,VALU MERCHANDISERS COMPANY,0
2669,Neck pain,FAMILY DOLLAR,0
2670,Nephrolithiasis,RANBAXY,0
2671,Nephrolithiasis,NOVARTIS,1
2672,Nephrolithiasis,JOHNSON AND JOHNSON,4
2673,Nephrolithiasis,AUROBINDO,0
2674,Nephrolithiasis,APOTEX,1
2675,Nephrolithiasis,VIIV,0
2676,Nephrolithiasis,GLAXOSMITHKLINE,0
2677,Nephrolithiasis,MALLINCKRODT,0
2678,Nephrolithiasis,MYLAN,0
2679,Nephrolithiasis,PERRIGO,0
2680,Nephrolithiasis,B BRAUN,0
2681,Nephrolithiasis,FDA-CTU,0
2682,Nephrolithiasis,FRESENIUS KABI,0
2683,Nephrolithiasis,BAXTER,0
2684,Nephrolithiasis,GRANULES INDIA,0
2685,Nephrolithiasis,ASPIRO PHARMA,0
2686,Nephrolithiasis,LEO PHARM,0
2687,Nephrolithiasis,EMCURE,0
2688,Nephrolithiasis,DEXCEL,0
2689,Nephrolithiasis,TARO,0
2690,Nephrolithiasis,MARKSANS,0
2691,Nephrolithiasis,RISING PHARMACEUTICALS,0
2692,Nephrolithiasis,ZYDUS PHARM,0
2693,Nephrolithiasis,PRINSTON PHARMACEUTICAL,0
2694,Nephrolithiasis,CIPLA,0
2695,Nephrolithiasis,TEVA,0
2696,Nephrolithiasis,LEUCADIA PHARMACEUTICALS,0
2697,Nephrolithiasis,BIONPHARMA,0
2698,Nephrolithiasis,VALU MERCHANDISERS COMPANY,0
2699,Nephrolithiasis,FAMILY DOLLAR,0
2700,Oral herpes,RANBAXY,0
2701,Oral herpes,NOVARTIS,1
2702,Oral herpes,JOHNSON AND JOHNSON,0
2703,Oral herpes,AUROBINDO,1
2704,Oral herpes,APOTEX,0
2705,Oral herpes,VIIV,0
2706,Oral herpes,GLAXOSMITHKLINE,0
2707,Oral herpes,MALLINCKRODT,0
2708,Oral herpes,MYLAN,0
2709,Oral herpes,PERRIGO,0
2710,Oral herpes,B BRAUN,0
2711,Oral herpes,FDA-CTU,0
2712,Oral herpes,FRESENIUS KABI,0
2713,Oral herpes,BAXTER,0
2714,Oral herpes,GRANULES INDIA,0
2715,Oral herpes,ASPIRO PHARMA,0
2716,Oral herpes,LEO PHARM,0
2717,Oral herpes,EMCURE,0
2718,Oral herpes,DEXCEL,0
2719,Oral herpes,TARO,0
2720,Oral herpes,MARKSANS,0
2721,Oral herpes,RISING PHARMACEUTICALS,0
2722,Oral herpes,ZYDUS PHARM,0
2723,Oral herpes,PRINSTON PHARMACEUTICAL,0
2724,Oral herpes,CIPLA,0
2725,Oral herpes,TEVA,0
2726,Oral herpes,LEUCADIA PHARMACEUTICALS,0
2727,Oral herpes,BIONPHARMA,0
2728,Oral herpes,VALU MERCHANDISERS COMPANY,0
2729,Oral herpes,FAMILY DOLLAR,0
2730,Pain,RANBAXY,0
2731,Pain,NOVARTIS,10
2732,Pain,JOHNSON AND JOHNSON,55
2733,Pain,AUROBINDO,9
2734,Pain,APOTEX,17
2735,Pain,VIIV,0
2736,Pain,GLAXOSMITHKLINE,13
2737,Pain,MALLINCKRODT,0
2738,Pain,MYLAN,6
2739,Pain,PERRIGO,4
2740,Pain,B BRAUN,4
2741,Pain,FDA-CTU,1
2742,Pain,FRESENIUS KABI,3
2743,Pain,BAXTER,1
2744,Pain,GRANULES INDIA,0
2745,Pain,ASPIRO PHARMA,0
2746,Pain,LEO PHARM,1
2747,Pain,EMCURE,0
2748,Pain,DEXCEL,0
2749,Pain,TARO,0
2750,Pain,MARKSANS,0
2751,Pain,RISING PHARMACEUTICALS,0
2752,Pain,ZYDUS PHARM,0
2753,Pain,PRINSTON PHARMACEUTICAL,0
2754,Pain,CIPLA,0
2755,Pain,TEVA,0
2756,Pain,LEUCADIA PHARMACEUTICALS,0
2757,Pain,BIONPHARMA,0
2758,Pain,VALU MERCHANDISERS COMPANY,0
2759,Pain,FAMILY DOLLAR,0
2760,Pain in extremity,RANBAXY,0
2761,Pain in extremity,NOVARTIS,7
2762,Pain in extremity,JOHNSON AND JOHNSON,22
2763,Pain in extremity,AUROBINDO,4
2764,Pain in extremity,APOTEX,6
2765,Pain in extremity,VIIV,0
2766,Pain in extremity,GLAXOSMITHKLINE,5
2767,Pain in extremity,MALLINCKRODT,1
2768,Pain in extremity,MYLAN,3
2769,Pain in extremity,PERRIGO,3
2770,Pain in extremity,B BRAUN,1
2771,Pain in extremity,FDA-CTU,0
2772,Pain in extremity,FRESENIUS KABI,1
2773,Pain in extremity,BAXTER,0
2774,Pain in extremity,GRANULES INDIA,0
2775,Pain in extremity,ASPIRO PHARMA,0
2776,Pain in extremity,LEO PHARM,0
2777,Pain in extremity,EMCURE,0
2778,Pain in extremity,DEXCEL,0
2779,Pain in extremity,TARO,0
2780,Pain in extremity,MARKSANS,0
2781,Pain in extremity,RISING PHARMACEUTICALS,0
2782,Pain in extremity,ZYDUS PHARM,0
2783,Pain in extremity,PRINSTON PHARMACEUTICAL,0
2784,Pain in extremity,CIPLA,0
2785,Pain in extremity,TEVA,0
2786,Pain in extremity,LEUCADIA PHARMACEUTICALS,0
2787,Pain in extremity,BIONPHARMA,0
2788,Pain in extremity,VALU MERCHANDISERS COMPANY,0
2789,Pain in extremity,FAMILY DOLLAR,0
2790,Pallor,RANBAXY,0
2791,Pallor,NOVARTIS,1
2792,Pallor,JOHNSON AND JOHNSON,3
2793,Pallor,AUROBINDO,3
2794,Pallor,APOTEX,0
2795,Pallor,VIIV,0
2796,Pallor,GLAXOSMITHKLINE,0
2797,Pallor,MALLINCKRODT,0
2798,Pallor,MYLAN,2
2799,Pallor,PERRIGO,0
2800,Pallor,B BRAUN,0
2801,Pallor,FDA-CTU,0
2802,Pallor,FRESENIUS KABI,0
2803,Pallor,BAXTER,1
2804,Pallor,GRANULES INDIA,0
2805,Pallor,ASPIRO PHARMA,0
2806,Pallor,LEO PHARM,0
2807,Pallor,EMCURE,0
2808,Pallor,DEXCEL,0
2809,Pallor,TARO,0
2810,Pallor,MARKSANS,0
2811,Pallor,RISING PHARMACEUTICALS,0
2812,Pallor,ZYDUS PHARM,0
2813,Pallor,PRINSTON PHARMACEUTICAL,0
2814,Pallor,CIPLA,0
2815,Pallor,TEVA,0
2816,Pallor,LEUCADIA PHARMACEUTICALS,0
2817,Pallor,BIONPHARMA,0
2818,Pallor,VALU MERCHANDISERS COMPANY,0
2819,Pallor,FAMILY DOLLAR,0
2820,Paraesthesia,RANBAXY,2
2821,Paraesthesia,NOVARTIS,7
2822,Paraesthesia,JOHNSON AND JOHNSON,3
2823,Paraesthesia,AUROBINDO,2
2824,Paraesthesia,APOTEX,1
2825,Paraesthesia,VIIV,0
2826,Paraesthesia,GLAXOSMITHKLINE,1
2827,Paraesthesia,MALLINCKRODT,0
2828,Paraesthesia,MYLAN,4
2829,Paraesthesia,PERRIGO,3
2830,Paraesthesia,B BRAUN,1
2831,Paraesthesia,FDA-CTU,0
2832,Paraesthesia,FRESENIUS KABI,0
2833,Paraesthesia,BAXTER,0
2834,Paraesthesia,GRANULES INDIA,0
2835,Paraesthesia,ASPIRO PHARMA,0
2836,Paraesthesia,LEO PHARM,1
2837,Paraesthesia,EMCURE,0
2838,Paraesthesia,DEXCEL,0
2839,Paraesthesia,TARO,0
2840,Paraesthesia,MARKSANS,0
2841,Paraesthesia,RISING PHARMACEUTICALS,0
2842,Paraesthesia,ZYDUS PHARM,0
2843,Paraesthesia,PRINSTON PHARMACEUTICAL,0
2844,Paraesthesia,CIPLA,0
2845,Paraesthesia,TEVA,0
2846,Paraesthesia,LEUCADIA PHARMACEUTICALS,0
2847,Paraesthesia,BIONPHARMA,0
2848,Paraesthesia,VALU MERCHANDISERS COMPANY,0
2849,Paraesthesia,FAMILY DOLLAR,0
2850,Pruritus,RANBAXY,2
2851,Pruritus,NOVARTIS,6
2852,Pruritus,JOHNSON AND JOHNSON,17
2853,Pruritus,AUROBINDO,9
2854,Pruritus,APOTEX,4
2855,Pruritus,VIIV,0
2856,Pruritus,GLAXOSMITHKLINE,1
2857,Pruritus,MALLINCKRODT,0
2858,Pruritus,MYLAN,12
2859,Pruritus,PERRIGO,3
2860,Pruritus,B BRAUN,3
2861,Pruritus,FDA-CTU,1
2862,Pruritus,FRESENIUS KABI,3
2863,Pruritus,BAXTER,1
2864,Pruritus,GRANULES INDIA,0
2865,Pruritus,ASPIRO PHARMA,0
2866,Pruritus,LEO PHARM,0
2867,Pruritus,EMCURE,0
2868,Pruritus,DEXCEL,0
2869,Pruritus,TARO,0
2870,Pruritus,MARKSANS,0
2871,Pruritus,RISING PHARMACEUTICALS,0
2872,Pruritus,ZYDUS PHARM,0
2873,Pruritus,PRINSTON PHARMACEUTICAL,0
2874,Pruritus,CIPLA,0
2875,Pruritus,TEVA,0
2876,Pruritus,LEUCADIA PHARMACEUTICALS,0
2877,Pruritus,BIONPHARMA,0
2878,Pruritus,VALU MERCHANDISERS COMPANY,0
2879,Pruritus,FAMILY DOLLAR,0
2880,Renal pain,RANBAXY,0
2881,Renal pain,NOVARTIS,1
2882,Renal pain,JOHNSON AND JOHNSON,1
2883,Renal pain,AUROBINDO,0
2884,Renal pain,APOTEX,1
2885,Renal pain,VIIV,0
2886,Renal pain,GLAXOSMITHKLINE,0
2887,Renal pain,MALLINCKRODT,0
2888,Renal pain,MYLAN,0
2889,Renal pain,PERRIGO,0
2890,Renal pain,B BRAUN,0
2891,Renal pain,FDA-CTU,0
2892,Renal pain,FRESENIUS KABI,0
2893,Renal pain,BAXTER,0
2894,Renal pain,GRANULES INDIA,0
2895,Renal pain,ASPIRO PHARMA,0
2896,Renal pain,LEO PHARM,0
2897,Renal pain,EMCURE,0
2898,Renal pain,DEXCEL,0
2899,Renal pain,TARO,0
2900,Renal pain,MARKSANS,0
2901,Renal pain,RISING PHARMACEUTICALS,0
2902,Renal pain,ZYDUS PHARM,0
2903,Renal pain,PRINSTON PHARMACEUTICAL,0
2904,Renal pain,CIPLA,0
2905,Renal pain,TEVA,0
2906,Renal pain,LEUCADIA PHARMACEUTICALS,0
2907,Renal pain,BIONPHARMA,0
2908,Renal pain,VALU MERCHANDISERS COMPANY,0
2909,Renal pain,FAMILY DOLLAR,0
2910,Swelling,RANBAXY,0
2911,Swelling,NOVARTIS,5
2912,Swelling,JOHNSON AND JOHNSON,7
2913,Swelling,AUROBINDO,2
2914,Swelling,APOTEX,3
2915,Swelling,VIIV,0
2916,Swelling,GLAXOSMITHKLINE,9
2917,Swelling,MALLINCKRODT,0
2918,Swelling,MYLAN,1
2919,Swelling,PERRIGO,2
2920,Swelling,B BRAUN,0
2921,Swelling,FDA-CTU,0
2922,Swelling,FRESENIUS KABI,2
2923,Swelling,BAXTER,2
2924,Swelling,GRANULES INDIA,2
2925,Swelling,ASPIRO PHARMA,0
2926,Swelling,LEO PHARM,0
2927,Swelling,EMCURE,0
2928,Swelling,DEXCEL,0
2929,Swelling,TARO,0
2930,Swelling,MARKSANS,0
2931,Swelling,RISING PHARMACEUTICALS,0
2932,Swelling,ZYDUS PHARM,0
2933,Swelling,PRINSTON PHARMACEUTICAL,0
2934,Swelling,CIPLA,0
2935,Swelling,TEVA,0
2936,Swelling,LEUCADIA PHARMACEUTICALS,0
2937,Swelling,BIONPHARMA,0
2938,Swelling,VALU MERCHANDISERS COMPANY,0
2939,Swelling,FAMILY DOLLAR,0
2940,Swelling face,RANBAXY,0
2941,Swelling face,NOVARTIS,4
2942,Swelling face,JOHNSON AND JOHNSON,2
2943,Swelling face,AUROBINDO,2
2944,Swelling face,APOTEX,2
2945,Swelling face,VIIV,0
2946,Swelling face,GLAXOSMITHKLINE,0
2947,Swelling face,MALLINCKRODT,0
2948,Swelling face,MYLAN,3
2949,Swelling face,PERRIGO,1
2950,Swelling face,B BRAUN,0
2951,Swelling face,FDA-CTU,0
2952,Swelling face,FRESENIUS KABI,1
2953,Swelling face,BAXTER,1
2954,Swelling face,GRANULES INDIA,0
2955,Swelling face,ASPIRO PHARMA,0
2956,Swelling face,LEO PHARM,0
2957,Swelling face,EMCURE,0
2958,Swelling face,DEXCEL,0
2959,Swelling face,TARO,0
2960,Swelling face,MARKSANS,0
2961,Swelling face,RISING PHARMACEUTICALS,0
2962,Swelling face,ZYDUS PHARM,0
2963,Swelling face,PRINSTON PHARMACEUTICAL,0
2964,Swelling face,CIPLA,0
2965,Swelling face,TEVA,0
2966,Swelling face,LEUCADIA PHARMACEUTICALS,0
2967,Swelling face,BIONPHARMA,0
2968,Swelling face,VALU MERCHANDISERS COMPANY,0
2969,Swelling face,FAMILY DOLLAR,0
2970,Temperature intolerance,RANBAXY,0
2971,Temperature intolerance,NOVARTIS,1
2972,Temperature intolerance,JOHNSON AND JOHNSON,0
2973,Temperature intolerance,AUROBINDO,0
2974,Temperature intolerance,APOTEX,0
2975,Temperature intolerance,VIIV,0
2976,Temperature intolerance,GLAXOSMITHKLINE,0
2977,Temperature intolerance,MALLINCKRODT,0
2978,Temperature intolerance,MYLAN,0
2979,Temperature intolerance,PERRIGO,0
2980,Temperature intolerance,B BRAUN,0
2981,Temperature intolerance,FDA-CTU,0
2982,Temperature intolerance,FRESENIUS KABI,0
2983,Temperature intolerance,BAXTER,0
2984,Temperature intolerance,GRANULES INDIA,0
2985,Temperature intolerance,ASPIRO PHARMA,0
2986,Temperature intolerance,LEO PHARM,0
2987,Temperature intolerance,EMCURE,0
2988,Temperature intolerance,DEXCEL,0
2989,Temperature intolerance,TARO,0
2990,Temperature intolerance,MARKSANS,0
2991,Temperature intolerance,RISING PHARMACEUTICALS,0
2992,Temperature intolerance,ZYDUS PHARM,0
2993,Temperature intolerance,PRINSTON PHARMACEUTICAL,0
2994,Temperature intolerance,CIPLA,0
2995,Temperature intolerance,TEVA,0
2996,Temperature intolerance,LEUCADIA PHARMACEUTICALS,0
2997,Temperature intolerance,BIONPHARMA,0
2998,Temperature intolerance,VALU MERCHANDISERS COMPANY,0
2999,Temperature intolerance,FAMILY DOLLAR,0
3000,Tooth abscess,RANBAXY,0
3001,Tooth abscess,NOVARTIS,1
3002,Tooth abscess,JOHNSON AND JOHNSON,0
3003,Tooth abscess,AUROBINDO,0
3004,Tooth abscess,APOTEX,0
3005,Tooth abscess,VIIV,0
3006,Tooth abscess,GLAXOSMITHKLINE,0
3007,Tooth abscess,MALLINCKRODT,0
3008,Tooth abscess,MYLAN,0
3009,Tooth abscess,PERRIGO,0
3010,Tooth abscess,B BRAUN,0
3011,Tooth abscess,FDA-CTU,0
3012,Tooth abscess,FRESENIUS KABI,0
3013,Tooth abscess,BAXTER,0
3014,Tooth abscess,GRANULES INDIA,0
3015,Tooth abscess,ASPIRO PHARMA,0
3016,Tooth abscess,LEO PHARM,0
3017,Tooth abscess,EMCURE,0
3018,Tooth abscess,DEXCEL,0
3019,Tooth abscess,TARO,0
3020,Tooth abscess,MARKSANS,0
3021,Tooth abscess,RISING PHARMACEUTICALS,0
3022,Tooth abscess,ZYDUS PHARM,0
3023,Tooth abscess,PRINSTON PHARMACEUTICAL,0
3024,Tooth abscess,CIPLA,0
3025,Tooth abscess,TEVA,0
3026,Tooth abscess,LEUCADIA PHARMACEUTICALS,0
3027,Tooth abscess,BIONPHARMA,0
3028,Tooth abscess,VALU MERCHANDISERS COMPANY,0
3029,Tooth abscess,FAMILY DOLLAR,0
3030,Urticaria,RANBAXY,5
3031,Urticaria,NOVARTIS,5
3032,Urticaria,JOHNSON AND JOHNSON,10
3033,Urticaria,AUROBINDO,9
3034,Urticaria,APOTEX,1
3035,Urticaria,VIIV,0
3036,Urticaria,GLAXOSMITHKLINE,3
3037,Urticaria,MALLINCKRODT,1
3038,Urticaria,MYLAN,5
3039,Urticaria,PERRIGO,3
3040,Urticaria,B BRAUN,2
3041,Urticaria,FDA-CTU,0
3042,Urticaria,FRESENIUS KABI,2
3043,Urticaria,BAXTER,1
3044,Urticaria,GRANULES INDIA,0
3045,Urticaria,ASPIRO PHARMA,0
3046,Urticaria,LEO PHARM,0
3047,Urticaria,EMCURE,0
3048,Urticaria,DEXCEL,0
3049,Urticaria,TARO,0
3050,Urticaria,MARKSANS,0
3051,Urticaria,RISING PHARMACEUTICALS,0
3052,Urticaria,ZYDUS PHARM,0
3053,Urticaria,PRINSTON PHARMACEUTICAL,0
3054,Urticaria,CIPLA,0
3055,Urticaria,TEVA,0
3056,Urticaria,LEUCADIA PHARMACEUTICALS,0
3057,Urticaria,BIONPHARMA,0
3058,Urticaria,VALU MERCHANDISERS COMPANY,0
3059,Urticaria,FAMILY DOLLAR,0
3060,Weight decreased,RANBAXY,0
3061,Weight decreased,NOVARTIS,7
3062,Weight decreased,JOHNSON AND JOHNSON,8
3063,Weight decreased,AUROBINDO,3
3064,Weight decreased,APOTEX,1
3065,Weight decreased,VIIV,0
3066,Weight decreased,GLAXOSMITHKLINE,0
3067,Weight decreased,MALLINCKRODT,2
3068,Weight decreased,MYLAN,2
3069,Weight decreased,PERRIGO,0
3070,Weight decreased,B BRAUN,3
3071,Weight decreased,FDA-CTU,0
3072,Weight decreased,FRESENIUS KABI,1
3073,Weight decreased,BAXTER,0
3074,Weight decreased,GRANULES INDIA,0
3075,Weight decreased,ASPIRO PHARMA,0
3076,Weight decreased,LEO PHARM,0
3077,Weight decreased,EMCURE,0
3078,Weight decreased,DEXCEL,0
3079,Weight decreased,TARO,0
3080,Weight decreased,MARKSANS,0
3081,Weight decreased,RISING PHARMACEUTICALS,0
3082,Weight decreased,ZYDUS PHARM,0
3083,Weight decreased,PRINSTON PHARMACEUTICAL,0
3084,Weight decreased,CIPLA,0
3085,Weight decreased,TEVA,0
3086,Weight decreased,LEUCADIA PHARMACEUTICALS,0
3087,Weight decreased,BIONPHARMA,0
3088,Weight decreased,VALU MERCHANDISERS COMPANY,0
3089,Weight decreased,FAMILY DOLLAR,0
3090,Hepatic necrosis,RANBAXY,0
3091,Hepatic necrosis,NOVARTIS,0
3092,Hepatic necrosis,JOHNSON AND JOHNSON,2
3093,Hepatic necrosis,AUROBINDO,0
3094,Hepatic necrosis,APOTEX,0
3095,Hepatic necrosis,VIIV,0
3096,Hepatic necrosis,GLAXOSMITHKLINE,0
3097,Hepatic necrosis,MALLINCKRODT,0
3098,Hepatic necrosis,MYLAN,0
3099,Hepatic necrosis,PERRIGO,0
3100,Hepatic necrosis,B BRAUN,0
3101,Hepatic necrosis,FDA-CTU,0
3102,Hepatic necrosis,FRESENIUS KABI,1
3103,Hepatic necrosis,BAXTER,1
3104,Hepatic necrosis,GRANULES INDIA,0
3105,Hepatic necrosis,ASPIRO PHARMA,0
3106,Hepatic necrosis,LEO PHARM,0
3107,Hepatic necrosis,EMCURE,0
3108,Hepatic necrosis,DEXCEL,0
3109,Hepatic necrosis,TARO,0
3110,Hepatic necrosis,MARKSANS,0
3111,Hepatic necrosis,RISING PHARMACEUTICALS,0
3112,Hepatic necrosis,ZYDUS PHARM,0
3113,Hepatic necrosis,PRINSTON PHARMACEUTICAL,0
3114,Hepatic necrosis,CIPLA,0
3115,Hepatic necrosis,TEVA,0
3116,Hepatic necrosis,LEUCADIA PHARMACEUTICALS,0
3117,Hepatic necrosis,BIONPHARMA,0
3118,Hepatic necrosis,VALU MERCHANDISERS COMPANY,0
3119,Hepatic necrosis,FAMILY DOLLAR,0
3120,Pneumonia,RANBAXY,1
3121,Pneumonia,NOVARTIS,4
3122,Pneumonia,JOHNSON AND JOHNSON,18
3123,Pneumonia,AUROBINDO,7
3124,Pneumonia,APOTEX,3
3125,Pneumonia,VIIV,0
3126,Pneumonia,GLAXOSMITHKLINE,4
3127,Pneumonia,MALLINCKRODT,1
3128,Pneumonia,MYLAN,6
3129,Pneumonia,PERRIGO,5
3130,Pneumonia,B BRAUN,2
3131,Pneumonia,FDA-CTU,0
3132,Pneumonia,FRESENIUS KABI,1
3133,Pneumonia,BAXTER,1
3134,Pneumonia,GRANULES INDIA,0
3135,Pneumonia,ASPIRO PHARMA,0
3136,Pneumonia,LEO PHARM,0
3137,Pneumonia,EMCURE,0
3138,Pneumonia,DEXCEL,0
3139,Pneumonia,TARO,0
3140,Pneumonia,MARKSANS,0
3141,Pneumonia,RISING PHARMACEUTICALS,0
3142,Pneumonia,ZYDUS PHARM,0
3143,Pneumonia,PRINSTON PHARMACEUTICAL,0
3144,Pneumonia,CIPLA,0
3145,Pneumonia,TEVA,0
3146,Pneumonia,LEUCADIA PHARMACEUTICALS,0
3147,Pneumonia,BIONPHARMA,0
3148,Pneumonia,VALU MERCHANDISERS COMPANY,0
3149,Pneumonia,FAMILY DOLLAR,0
3150,Foetal death,RANBAXY,2
3151,Foetal death,NOVARTIS,2
3152,Foetal death,JOHNSON AND JOHNSON,0
3153,Foetal death,AUROBINDO,2
3154,Foetal death,APOTEX,0
3155,Foetal death,VIIV,0
3156,Foetal death,GLAXOSMITHKLINE,0
3157,Foetal death,MALLINCKRODT,0
3158,Foetal death,MYLAN,2
3159,Foetal death,PERRIGO,0
3160,Foetal death,B BRAUN,0
3161,Foetal death,FDA-CTU,0
3162,Foetal death,FRESENIUS KABI,0
3163,Foetal death,BAXTER,0
3164,Foetal death,GRANULES INDIA,0
3165,Foetal death,ASPIRO PHARMA,0
3166,Foetal death,LEO PHARM,0
3167,Foetal death,EMCURE,0
3168,Foetal death,DEXCEL,0
3169,Foetal death,TARO,0
3170,Foetal death,MARKSANS,0
3171,Foetal death,RISING PHARMACEUTICALS,0
3172,Foetal death,ZYDUS PHARM,0
3173,Foetal death,PRINSTON PHARMACEUTICAL,0
3174,Foetal death,CIPLA,0
3175,Foetal death,TEVA,0
3176,Foetal death,LEUCADIA PHARMACEUTICALS,0
3177,Foetal death,BIONPHARMA,0
3178,Foetal death,VALU MERCHANDISERS COMPANY,0
3179,Foetal death,FAMILY DOLLAR,0
3180,Hydrocephalus,RANBAXY,1
3181,Hydrocephalus,NOVARTIS,1
3182,Hydrocephalus,JOHNSON AND JOHNSON,0
3183,Hydrocephalus,AUROBINDO,1
3184,Hydrocephalus,APOTEX,0
3185,Hydrocephalus,VIIV,0
3186,Hydrocephalus,GLAXOSMITHKLINE,0
3187,Hydrocephalus,MALLINCKRODT,0
3188,Hydrocephalus,MYLAN,0
3189,Hydrocephalus,PERRIGO,0
3190,Hydrocephalus,B BRAUN,0
3191,Hydrocephalus,FDA-CTU,0
3192,Hydrocephalus,FRESENIUS KABI,0
3193,Hydrocephalus,BAXTER,0
3194,Hydrocephalus,GRANULES INDIA,0
3195,Hydrocephalus,ASPIRO PHARMA,0
3196,Hydrocephalus,LEO PHARM,0
3197,Hydrocephalus,EMCURE,0
3198,Hydrocephalus,DEXCEL,0
3199,Hydrocephalus,TARO,0
3200,Hydrocephalus,MARKSANS,0
3201,Hydrocephalus,RISING PHARMACEUTICALS,0
3202,Hydrocephalus,ZYDUS PHARM,0
3203,Hydrocephalus,PRINSTON PHARMACEUTICAL,0
3204,Hydrocephalus,CIPLA,0
3205,Hydrocephalus,TEVA,0
3206,Hydrocephalus,LEUCADIA PHARMACEUTICALS,0
3207,Hydrocephalus,BIONPHARMA,0
3208,Hydrocephalus,VALU MERCHANDISERS COMPANY,0
3209,Hydrocephalus,FAMILY DOLLAR,0
3210,Subarachnoid haemorrhage,RANBAXY,2
3211,Subarachnoid haemorrhage,NOVARTIS,1
3212,Subarachnoid haemorrhage,JOHNSON AND JOHNSON,0
3213,Subarachnoid haemorrhage,AUROBINDO,1
3214,Subarachnoid haemorrhage,APOTEX,0
3215,Subarachnoid haemorrhage,VIIV,0
3216,Subarachnoid haemorrhage,GLAXOSMITHKLINE,0
3217,Subarachnoid haemorrhage,MALLINCKRODT,0
3218,Subarachnoid haemorrhage,MYLAN,0
3219,Subarachnoid haemorrhage,PERRIGO,0
3220,Subarachnoid haemorrhage,B BRAUN,0
3221,Subarachnoid haemorrhage,FDA-CTU,0
3222,Subarachnoid haemorrhage,FRESENIUS KABI,0
3223,Subarachnoid haemorrhage,BAXTER,0
3224,Subarachnoid haemorrhage,GRANULES INDIA,0
3225,Subarachnoid haemorrhage,ASPIRO PHARMA,0
3226,Subarachnoid haemorrhage,LEO PHARM,0
3227,Subarachnoid haemorrhage,EMCURE,0
3228,Subarachnoid haemorrhage,DEXCEL,0
3229,Subarachnoid haemorrhage,TARO,0
3230,Subarachnoid haemorrhage,MARKSANS,0
3231,Subarachnoid haemorrhage,RISING PHARMACEUTICALS,0
3232,Subarachnoid haemorrhage,ZYDUS PHARM,0
3233,Subarachnoid haemorrhage,PRINSTON PHARMACEUTICAL,0
3234,Subarachnoid haemorrhage,CIPLA,0
3235,Subarachnoid haemorrhage,TEVA,0
3236,Subarachnoid haemorrhage,LEUCADIA PHARMACEUTICALS,0
3237,Subarachnoid haemorrhage,BIONPHARMA,0
3238,Subarachnoid haemorrhage,VALU MERCHANDISERS COMPANY,0
3239,Subarachnoid haemorrhage,FAMILY DOLLAR,0
3240,Pneumonitis aspiration,RANBAXY,1
3241,Pneumonitis aspiration,NOVARTIS,1
3242,Pneumonitis aspiration,JOHNSON AND JOHNSON,2
3243,Pneumonitis aspiration,AUROBINDO,0
3244,Pneumonitis aspiration,APOTEX,1
3245,Pneumonitis aspiration,VIIV,0
3246,Pneumonitis aspiration,GLAXOSMITHKLINE,0
3247,Pneumonitis aspiration,MALLINCKRODT,0
3248,Pneumonitis aspiration,MYLAN,0
3249,Pneumonitis aspiration,PERRIGO,2
3250,Pneumonitis aspiration,B BRAUN,0
3251,Pneumonitis aspiration,FDA-CTU,0
3252,Pneumonitis aspiration,FRESENIUS KABI,0
3253,Pneumonitis aspiration,BAXTER,0
3254,Pneumonitis aspiration,GRANULES INDIA,0
3255,Pneumonitis aspiration,ASPIRO PHARMA,0
3256,Pneumonitis aspiration,LEO PHARM,0
3257,Pneumonitis aspiration,EMCURE,0
3258,Pneumonitis aspiration,DEXCEL,0
3259,Pneumonitis aspiration,TARO,0
3260,Pneumonitis aspiration,MARKSANS,0
3261,Pneumonitis aspiration,RISING PHARMACEUTICALS,0
3262,Pneumonitis aspiration,ZYDUS PHARM,0
3263,Pneumonitis aspiration,PRINSTON PHARMACEUTICAL,0
3264,Pneumonitis aspiration,CIPLA,0
3265,Pneumonitis aspiration,TEVA,0
3266,Pneumonitis aspiration,LEUCADIA PHARMACEUTICALS,0
3267,Pneumonitis aspiration,BIONPHARMA,0
3268,Pneumonitis aspiration,VALU MERCHANDISERS COMPANY,0
3269,Pneumonitis aspiration,FAMILY DOLLAR,0
3270,Obliterative bronchiolitis,RANBAXY,0
3271,Obliterative bronchiolitis,NOVARTIS,0
3272,Obliterative bronchiolitis,JOHNSON AND JOHNSON,0
3273,Obliterative bronchiolitis,AUROBINDO,2
3274,Obliterative bronchiolitis,APOTEX,0
3275,Obliterative bronchiolitis,VIIV,0
3276,Obliterative bronchiolitis,GLAXOSMITHKLINE,0
3277,Obliterative bronchiolitis,MALLINCKRODT,0
3278,Obliterative bronchiolitis,MYLAN,0
3279,Obliterative bronchiolitis,PERRIGO,0
3280,Obliterative bronchiolitis,B BRAUN,0
3281,Obliterative bronchiolitis,FDA-CTU,0
3282,Obliterative bronchiolitis,FRESENIUS KABI,0
3283,Obliterative bronchiolitis,BAXTER,0
3284,Obliterative bronchiolitis,GRANULES INDIA,0
3285,Obliterative bronchiolitis,ASPIRO PHARMA,0
3286,Obliterative bronchiolitis,LEO PHARM,0
3287,Obliterative bronchiolitis,EMCURE,0
3288,Obliterative bronchiolitis,DEXCEL,0
